timestamp,topology,algorithm,traffic,inj_rate,seed,avg_latency,min_latency,max_latency,status
20260514-222230,mesh88,adaptive_xy_yx,uniform,0.01,42,33.3618,NA,NA,OK
20260514-222230,mesh88,adaptive_xy_yx,uniform,0.01,123,33.1348,NA,NA,OK
20260514-222231,mesh88,adaptive_xy_yx,uniform,0.01,456,32.6683,NA,NA,OK
20260514-222231,mesh88,adaptive_xy_yx,uniform,0.01,789,33.5312,NA,NA,OK
20260514-222232,mesh88,adaptive_xy_yx,uniform,0.01,999,33.2872,NA,NA,OK
20260514-222233,mesh88,adaptive_xy_yx,uniform,0.05,42,33.6318,NA,NA,OK
20260514-222234,mesh88,adaptive_xy_yx,uniform,0.05,123,33.4929,NA,NA,OK
20260514-222235,mesh88,adaptive_xy_yx,uniform,0.05,456,33.6118,NA,NA,OK
20260514-222237,mesh88,adaptive_xy_yx,uniform,0.05,789,33.3398,NA,NA,OK
20260514-222238,mesh88,adaptive_xy_yx,uniform,0.05,999,33.3929,NA,NA,OK
20260514-222240,mesh88,adaptive_xy_yx,uniform,0.1,42,35.0108,NA,NA,OK
20260514-222242,mesh88,adaptive_xy_yx,uniform,0.1,123,34.9341,NA,NA,OK
20260514-222244,mesh88,adaptive_xy_yx,uniform,0.1,456,34.9592,NA,NA,OK
20260514-222247,mesh88,adaptive_xy_yx,uniform,0.1,789,35.0743,NA,NA,OK
20260514-222249,mesh88,adaptive_xy_yx,uniform,0.1,999,35.0522,NA,NA,OK
20260514-222251,mesh88,adaptive_xy_yx,uniform,0.2,42,175.544,NA,NA,OK
20260514-222253,mesh88,adaptive_xy_yx,uniform,0.2,123,174.154,NA,NA,OK
20260514-222255,mesh88,adaptive_xy_yx,uniform,0.2,456,180.789,NA,NA,OK
20260514-222257,mesh88,adaptive_xy_yx,uniform,0.2,789,173.222,NA,NA,OK
20260514-222259,mesh88,adaptive_xy_yx,uniform,0.2,999,174.097,NA,NA,OK
20260514-222301,mesh88,adaptive_xy_yx,uniform,0.3,42,402.854,NA,NA,OK
20260514-222302,mesh88,adaptive_xy_yx,uniform,0.3,123,379.284,NA,NA,OK
20260514-222303,mesh88,adaptive_xy_yx,uniform,0.3,456,409.844,NA,NA,OK
20260514-222304,mesh88,adaptive_xy_yx,uniform,0.3,789,396.506,NA,NA,OK
20260514-222306,mesh88,adaptive_xy_yx,uniform,0.3,999,400.205,NA,NA,OK
20260514-222307,mesh88,adaptive_xy_yx,uniform,0.35,42,469.35,NA,NA,OK
20260514-222308,mesh88,adaptive_xy_yx,uniform,0.35,123,473.804,NA,NA,OK
20260514-222310,mesh88,adaptive_xy_yx,uniform,0.35,456,481.229,NA,NA,OK
20260514-222310,mesh88,adaptive_xy_yx,uniform,0.35,789,476.535,NA,NA,OK
20260514-222312,mesh88,adaptive_xy_yx,uniform,0.35,999,470.728,NA,NA,OK
20260514-222313,mesh88,adaptive_xy_yx,uniform,0.4,42,543.526,NA,NA,OK
20260514-222314,mesh88,adaptive_xy_yx,uniform,0.4,123,553.906,NA,NA,OK
20260514-222314,mesh88,adaptive_xy_yx,uniform,0.4,456,558.108,NA,NA,OK
20260514-222315,mesh88,adaptive_xy_yx,uniform,0.4,789,551.159,NA,NA,OK
20260514-222316,mesh88,adaptive_xy_yx,uniform,0.4,999,538.925,NA,NA,OK
20260514-222316,mesh88,adaptive_xy_yx,uniform,0.45,42,602.856,NA,NA,OK
20260514-222317,mesh88,adaptive_xy_yx,uniform,0.45,123,613.876,NA,NA,OK
20260514-222317,mesh88,adaptive_xy_yx,uniform,0.45,456,599.614,NA,NA,OK
20260514-222318,mesh88,adaptive_xy_yx,uniform,0.45,789,602.053,NA,NA,OK
20260514-222319,mesh88,adaptive_xy_yx,uniform,0.45,999,607.22,NA,NA,OK
20260514-222319,mesh88,adaptive_xy_yx,hotspot,0.01,42,59.2843,NA,NA,OK
20260514-222320,mesh88,adaptive_xy_yx,hotspot,0.01,123,54.6073,NA,NA,OK
20260514-222321,mesh88,adaptive_xy_yx,hotspot,0.01,456,50.367,NA,NA,OK
20260514-222322,mesh88,adaptive_xy_yx,hotspot,0.01,789,53.5381,NA,NA,OK
20260514-222324,mesh88,adaptive_xy_yx,hotspot,0.01,999,55.6217,NA,NA,OK
20260514-222325,mesh88,adaptive_xy_yx,hotspot,0.05,42,345.855,NA,NA,OK
20260514-222325,mesh88,adaptive_xy_yx,hotspot,0.05,123,355.328,NA,NA,OK
20260514-222325,mesh88,adaptive_xy_yx,hotspot,0.05,456,343.518,NA,NA,OK
20260514-222326,mesh88,adaptive_xy_yx,hotspot,0.05,789,304.863,NA,NA,OK
20260514-222326,mesh88,adaptive_xy_yx,hotspot,0.05,999,356.404,NA,NA,OK
20260514-222326,mesh88,adaptive_xy_yx,hotspot,0.1,42,471.789,NA,NA,OK
20260514-222326,mesh88,adaptive_xy_yx,hotspot,0.1,123,473.192,NA,NA,OK
20260514-222327,mesh88,adaptive_xy_yx,hotspot,0.1,456,474.178,NA,NA,OK
20260514-222327,mesh88,adaptive_xy_yx,hotspot,0.1,789,444.626,NA,NA,OK
20260514-222327,mesh88,adaptive_xy_yx,hotspot,0.1,999,481.836,NA,NA,OK
20260514-222328,mesh88,adaptive_xy_yx,hotspot,0.2,42,657.019,NA,NA,OK
20260514-222328,mesh88,adaptive_xy_yx,hotspot,0.2,123,667.553,NA,NA,OK
20260514-222328,mesh88,adaptive_xy_yx,hotspot,0.2,456,664.863,NA,NA,OK
20260514-222328,mesh88,adaptive_xy_yx,hotspot,0.2,789,646.926,NA,NA,OK
20260514-222329,mesh88,adaptive_xy_yx,hotspot,0.2,999,636.841,NA,NA,OK
20260514-222329,mesh88,adaptive_xy_yx,hotspot,0.3,42,767.757,NA,NA,OK
20260514-222329,mesh88,adaptive_xy_yx,hotspot,0.3,123,781.78,NA,NA,OK
20260514-222330,mesh88,adaptive_xy_yx,hotspot,0.3,456,766.275,NA,NA,OK
20260514-222330,mesh88,adaptive_xy_yx,hotspot,0.3,789,752.359,NA,NA,OK
20260514-222330,mesh88,adaptive_xy_yx,hotspot,0.3,999,763.268,NA,NA,OK
20260514-222331,mesh88,adaptive_xy_yx,hotspot,0.35,42,799.626,NA,NA,OK
20260514-222331,mesh88,adaptive_xy_yx,hotspot,0.35,123,807.998,NA,NA,OK
20260514-222331,mesh88,adaptive_xy_yx,hotspot,0.35,456,802.468,NA,NA,OK
20260514-222331,mesh88,adaptive_xy_yx,hotspot,0.35,789,811.976,NA,NA,OK
20260514-222332,mesh88,adaptive_xy_yx,hotspot,0.35,999,789.158,NA,NA,OK
20260514-222332,mesh88,adaptive_xy_yx,hotspot,0.4,42,827.818,NA,NA,OK
20260514-222332,mesh88,adaptive_xy_yx,hotspot,0.4,123,831.56,NA,NA,OK
20260514-222333,mesh88,adaptive_xy_yx,hotspot,0.4,456,819.551,NA,NA,OK
20260514-222333,mesh88,adaptive_xy_yx,hotspot,0.4,789,824.794,NA,NA,OK
20260514-222333,mesh88,adaptive_xy_yx,hotspot,0.4,999,830.916,NA,NA,OK
20260514-222334,mesh88,adaptive_xy_yx,hotspot,0.45,42,854.459,NA,NA,OK
20260514-222334,mesh88,adaptive_xy_yx,hotspot,0.45,123,851.2,NA,NA,OK
20260514-222334,mesh88,adaptive_xy_yx,hotspot,0.45,456,849.965,NA,NA,OK
20260514-222334,mesh88,adaptive_xy_yx,hotspot,0.45,789,858.892,NA,NA,OK
20260514-222335,mesh88,adaptive_xy_yx,hotspot,0.45,999,844.401,NA,NA,OK
20260514-222335,mesh88,min_adapt,uniform,0.01,42,33.7486,NA,NA,OK
20260514-222336,mesh88,min_adapt,uniform,0.01,123,34.0227,NA,NA,OK
20260514-222336,mesh88,min_adapt,uniform,0.01,456,33.8071,NA,NA,OK
20260514-222337,mesh88,min_adapt,uniform,0.01,789,33.9883,NA,NA,OK
20260514-222337,mesh88,min_adapt,uniform,0.01,999,34.3211,NA,NA,OK
20260514-222338,mesh88,min_adapt,uniform,0.05,42,37.5538,NA,NA,OK
20260514-222339,mesh88,min_adapt,uniform,0.05,123,36.7064,NA,NA,OK
20260514-222341,mesh88,min_adapt,uniform,0.05,456,37.8632,NA,NA,OK
20260514-222343,mesh88,min_adapt,uniform,0.05,789,37.1384,NA,NA,OK
20260514-222344,mesh88,min_adapt,uniform,0.05,999,37.4144,NA,NA,OK
20260514-222346,mesh88,min_adapt,uniform,0.1,42,43.7503,NA,NA,OK
20260514-222348,mesh88,min_adapt,uniform,0.1,123,43.1502,NA,NA,OK
20260514-222351,mesh88,min_adapt,uniform,0.1,456,42.9295,NA,NA,OK
20260514-222354,mesh88,min_adapt,uniform,0.1,789,43.1069,NA,NA,OK
20260514-222357,mesh88,min_adapt,uniform,0.1,999,43.6422,NA,NA,OK
20260514-222400,mesh88,min_adapt,uniform,0.2,42,173.805,NA,NA,OK
20260514-222402,mesh88,min_adapt,uniform,0.2,123,170.844,NA,NA,OK
20260514-222404,mesh88,min_adapt,uniform,0.2,456,179.218,NA,NA,OK
20260514-222406,mesh88,min_adapt,uniform,0.2,789,168.888,NA,NA,OK
20260514-222408,mesh88,min_adapt,uniform,0.2,999,167.7,NA,NA,OK
20260514-222410,mesh88,min_adapt,uniform,0.3,42,316.962,NA,NA,OK
20260514-222411,mesh88,min_adapt,uniform,0.3,123,319.182,NA,NA,OK
20260514-222413,mesh88,min_adapt,uniform,0.3,456,316.661,NA,NA,OK
20260514-222414,mesh88,min_adapt,uniform,0.3,789,317.926,NA,NA,OK
20260514-222416,mesh88,min_adapt,uniform,0.3,999,313.645,NA,NA,OK
20260514-222417,mesh88,min_adapt,uniform,0.35,42,384.282,NA,NA,OK
20260514-222418,mesh88,min_adapt,uniform,0.35,123,397.415,NA,NA,OK
20260514-222420,mesh88,min_adapt,uniform,0.35,456,385.321,NA,NA,OK
20260514-222421,mesh88,min_adapt,uniform,0.35,789,385.591,NA,NA,OK
20260514-222423,mesh88,min_adapt,uniform,0.35,999,376.966,NA,NA,OK
20260514-222424,mesh88,min_adapt,uniform,0.4,42,455.231,NA,NA,OK
20260514-222426,mesh88,min_adapt,uniform,0.4,123,455.037,NA,NA,OK
20260514-222427,mesh88,min_adapt,uniform,0.4,456,466.982,NA,NA,OK
20260514-222428,mesh88,min_adapt,uniform,0.4,789,464.039,NA,NA,OK
20260514-222430,mesh88,min_adapt,uniform,0.4,999,465.167,NA,NA,OK
20260514-222431,mesh88,min_adapt,uniform,0.45,42,524.169,NA,NA,OK
20260514-222432,mesh88,min_adapt,uniform,0.45,123,523.396,NA,NA,OK
20260514-222433,mesh88,min_adapt,uniform,0.45,456,526.566,NA,NA,OK
20260514-222433,mesh88,min_adapt,uniform,0.45,789,522.11,NA,NA,OK
20260514-222434,mesh88,min_adapt,uniform,0.45,999,536.325,NA,NA,OK
20260514-222435,mesh88,min_adapt,hotspot,0.01,42,75.3538,NA,NA,OK
20260514-222435,mesh88,min_adapt,hotspot,0.01,123,85.1957,NA,NA,OK
20260514-222436,mesh88,min_adapt,hotspot,0.01,456,72.7095,NA,NA,OK
20260514-222437,mesh88,min_adapt,hotspot,0.01,789,64.9956,NA,NA,OK
20260514-222438,mesh88,min_adapt,hotspot,0.01,999,74.6256,NA,NA,OK
20260514-222438,mesh88,min_adapt,hotspot,0.05,42,283.594,NA,NA,OK
20260514-222439,mesh88,min_adapt,hotspot,0.05,123,282.777,NA,NA,OK
20260514-222439,mesh88,min_adapt,hotspot,0.05,456,280.837,NA,NA,OK
20260514-222439,mesh88,min_adapt,hotspot,0.05,789,283.608,NA,NA,OK
20260514-222440,mesh88,min_adapt,hotspot,0.05,999,312.554,NA,NA,OK
20260514-222440,mesh88,min_adapt,hotspot,0.1,42,524.486,NA,NA,OK
20260514-222440,mesh88,min_adapt,hotspot,0.1,123,528.534,NA,NA,OK
20260514-222441,mesh88,min_adapt,hotspot,0.1,456,516.086,NA,NA,OK
20260514-222441,mesh88,min_adapt,hotspot,0.1,789,477.616,NA,NA,OK
20260514-222441,mesh88,min_adapt,hotspot,0.1,999,505.296,NA,NA,OK
20260514-222442,mesh88,min_adapt,hotspot,0.2,42,713.217,NA,NA,OK
20260514-222442,mesh88,min_adapt,hotspot,0.2,123,722.246,NA,NA,OK
20260514-222442,mesh88,min_adapt,hotspot,0.2,456,712.788,NA,NA,OK
20260514-222443,mesh88,min_adapt,hotspot,0.2,789,709.132,NA,NA,OK
20260514-222443,mesh88,min_adapt,hotspot,0.2,999,706.72,NA,NA,OK
20260514-222443,mesh88,min_adapt,hotspot,0.3,42,804.931,NA,NA,OK
20260514-222444,mesh88,min_adapt,hotspot,0.3,123,817.165,NA,NA,OK
20260514-222444,mesh88,min_adapt,hotspot,0.3,456,800.859,NA,NA,OK
20260514-222445,mesh88,min_adapt,hotspot,0.3,789,808.231,NA,NA,OK
20260514-222445,mesh88,min_adapt,hotspot,0.3,999,799.925,NA,NA,OK
20260514-222445,mesh88,min_adapt,hotspot,0.35,42,838.161,NA,NA,OK
20260514-222446,mesh88,min_adapt,hotspot,0.35,123,833.071,NA,NA,OK
20260514-222446,mesh88,min_adapt,hotspot,0.35,456,831.705,NA,NA,OK
20260514-222446,mesh88,min_adapt,hotspot,0.35,789,840.43,NA,NA,OK
20260514-222447,mesh88,min_adapt,hotspot,0.35,999,837.641,NA,NA,OK
20260514-222447,mesh88,min_adapt,hotspot,0.4,42,857.592,NA,NA,OK
20260514-222447,mesh88,min_adapt,hotspot,0.4,123,859.568,NA,NA,OK
20260514-222448,mesh88,min_adapt,hotspot,0.4,456,851.8,NA,NA,OK
20260514-222448,mesh88,min_adapt,hotspot,0.4,789,857.215,NA,NA,OK
20260514-222448,mesh88,min_adapt,hotspot,0.4,999,849.959,NA,NA,OK
20260514-222449,mesh88,min_adapt,hotspot,0.45,42,872.025,NA,NA,OK
20260514-222449,mesh88,min_adapt,hotspot,0.45,123,873.029,NA,NA,OK
20260514-222449,mesh88,min_adapt,hotspot,0.45,456,874.099,NA,NA,OK
20260514-222450,mesh88,min_adapt,hotspot,0.45,789,875.226,NA,NA,OK
20260514-222450,mesh88,min_adapt,hotspot,0.45,999,872.338,NA,NA,OK
