topo,k,n,algo,traffic,inj_rate,seed,latency,accepted,hops,injected
mesh,4,4,valiant,hotspot,0.1,2,552.756,0,0,0.0285
mesh,4,4,valiant,hotspot,0.1,3,548.383,0,0,0.0277813
mesh,4,4,valiant,hotspot,0.1,4,533.35,0,0,0.0280625
mesh,4,4,valiant,hotspot,0.2,0,385.573,0,0,0.0318125
mesh,4,4,valiant,hotspot,0.2,1,385.83,0,0,0.0330625
mesh,4,4,valiant,hotspot,0.2,2,392.857,0,0,0.03525
mesh,4,4,valiant,hotspot,0.2,3,755.908,0,0,0.0279375
mesh,4,4,valiant,hotspot,0.2,4,389.312,0,0,0.0354375
mesh,4,4,valiant,hotspot,0.3,0,411.402,0,0,0.0315625
mesh,4,4,valiant,hotspot,0.3,1,404.803,0,0,0.032625
mesh,4,4,valiant,hotspot,0.3,2,407.865,0,0,0.0335
mesh,4,4,valiant,hotspot,0.3,3,420.815,0,0,0.03375
mesh,4,4,valiant,hotspot,0.3,4,410.209,0,0,0.0360625
mesh,4,4,valiant,transpose,0.01,0,32.0904,0.00996619,6.00548,0.00996045
mesh,4,4,valiant,transpose,0.01,1,32.125,0.00999942,6.01162,0.00999556
mesh,4,4,valiant,transpose,0.01,2,31.9466,0.0100127,5.97691,0.01001
mesh,4,4,valiant,transpose,0.01,3,32.0458,0.0100653,5.99619,0.0100568
mesh,4,4,valiant,transpose,0.01,4,32.0867,0.0100148,6.00435,0.0100227
mesh,4,4,valiant,transpose,0.02,0,32.2241,0.0199994,6.00332,0.0199942
mesh,4,4,valiant,transpose,0.02,1,32.2058,0.0199068,6.00005,0.0199051
mesh,4,4,valiant,transpose,0.02,2,32.146,0.0199811,5.9884,0.0199715
mesh,4,4,valiant,transpose,0.02,3,32.2401,0.0201258,6.00624,0.0201161
mesh,4,4,valiant,transpose,0.02,4,32.2155,0.020101,6.00131,0.0200916
mesh,4,4,valiant,transpose,0.05,0,33.1608,0.0500683,6.00759,0.0500523
mesh,4,4,valiant,transpose,0.05,1,33.099,0.0499817,6.00096,0.0499811
mesh,4,4,valiant,transpose,0.05,2,33.0863,0.0498475,5.99954,0.0498594
mesh,4,4,valiant,transpose,0.05,3,33.1736,0.0501372,6.01097,0.0501422
mesh,4,4,valiant,transpose,0.05,4,33.103,0.0500321,5.99929,0.0500536
mesh,4,4,valiant,transpose,0.1,0,44.6778,0,0,0.0155417
mesh,4,4,valiant,transpose,0.1,1,42.6006,0,0,0.0172411
mesh,4,4,valiant,transpose,0.1,2,44.231,0,0,0.0223661
mesh,4,4,valiant,transpose,0.1,3,46.4168,0,0,0.0205893
mesh,4,4,valiant,transpose,0.1,4,40.3378,0,0,0.0
mesh,4,4,valiant,transpose,0.2,0,70.2077,0,0,0.0
mesh,4,4,valiant,transpose,0.2,1,51.5263,0,0,0.0141875
mesh,4,4,valiant,transpose,0.2,2,49.9676,0,0,0.0130312
mesh,4,4,valiant,transpose,0.2,3,64.6856,0,0,0.0165313
mesh,4,4,valiant,transpose,0.2,4,55.7227,0,0,0.0154062
mesh,4,4,valiant,transpose,0.3,0,64.8409,0,0,0.011
mesh,4,4,valiant,transpose,0.3,1,75.395,0,0,0.014125
mesh,4,4,valiant,transpose,0.3,2,104.362,0,0,0.0158438
mesh,4,4,valiant,transpose,0.3,3,61.3176,0,0,0.0120938
mesh,4,4,valiant,transpose,0.3,4,78.3435,0,0,0.014625
mesh,4,4,valiant,uniform,0.01,0,32.0907,0.00998927,6.00386,0.00998256
mesh,4,4,valiant,uniform,0.01,1,32.1416,0.00999502,6.01498,0.00999869
mesh,4,4,valiant,uniform,0.01,2,32.0483,0.010049,5.99542,0.0100517
mesh,4,4,valiant,uniform,0.01,3,32.021,0.0100396,5.99109,0.0100428
mesh,4,4,valiant,uniform,0.01,4,32.0407,0.0100529,5.99404,0.0100468
mesh,4,4,valiant,uniform,0.02,0,32.2157,0.0199782,5.9992,0.0199841
mesh,4,4,valiant,uniform,0.02,1,32.2386,0.0200402,6.0052,0.0200503
mesh,4,4,valiant,uniform,0.02,2,32.2049,0.0200022,5.99655,0.0200035
mesh,4,4,valiant,uniform,0.02,3,32.2871,0.0201092,6.01444,0.0201103
mesh,4,4,valiant,uniform,0.02,4,32.2863,0.0200638,6.01324,0.0200513
mesh,4,4,valiant,uniform,0.05,0,33.178,0.0500357,6.00049,0.0500189
mesh,4,4,valiant,uniform,0.05,1,33.1688,0.0500756,5.99548,0.0500776
mesh,4,4,valiant,uniform,0.05,2,33.1623,0.0499102,5.9992,0.0499244
mesh,4,4,valiant,uniform,0.05,3,33.1455,0.0500785,5.99547,0.0500615
mesh,4,4,valiant,uniform,0.05,4,33.2228,0.0499488,6.00779,0.049978
mesh,4,4,valiant,uniform,0.1,0,39.7057,0.0998636,6.0023,0.099892
mesh,4,4,valiant,uniform,0.1,1,39.8629,0.100259,5.99743,0.100235
mesh,4,4,valiant,uniform,0.1,2,39.582,0.0998482,6.00197,0.0998297
mesh,4,4,valiant,uniform,0.1,3,39.7686,0.100262,6.00274,0.100267
mesh,4,4,valiant,uniform,0.1,4,39.5866,0.100222,5.99814,0.100214
mesh,4,4,valiant,uniform,0.2,0,1019.39,0,0,0.109437
mesh,4,4,valiant,uniform,0.2,1,938.782,0,0,0.107875
mesh,4,4,valiant,uniform,0.2,2,922.862,0,0,0.11325
mesh,4,4,valiant,uniform,0.2,3,1016.91,0,0,0.116437
mesh,4,4,valiant,uniform,0.2,4,1015.75,0,0,0.116437
mesh,4,4,valiant,uniform,0.3,0,593.2,0,0,0.116719
mesh,4,4,valiant,uniform,0.3,1,594.53,0,0,0.119844
mesh,4,4,valiant,uniform,0.3,2,598.974,0,0,0.115937
mesh,4,4,valiant,uniform,0.3,3,551.504,0,0,0.120063
mesh,4,4,valiant,uniform,0.3,4,596.379,0,0,0.120719
gnn_port_score_route_4x4,hotspot,0.05,2,101.736,
gnn_port_score_route_4x4,hotspot,0.05,3,97.3448,
gnn_port_score_route_4x4,hotspot,0.05,4,103.363,
gnn_port_score_route_4x4,hotspot,0.1,0,129.587,
gnn_port_score_route_4x4,hotspot,0.1,1,157.734,
gnn_port_score_route_4x4,hotspot,0.1,2,146.245,
gnn_port_score_route_4x4,hotspot,0.1,3,157.533,
gnn_port_score_route_4x4,hotspot,0.1,4,150.029,
gnn_port_score_route_4x4,hotspot,0.2,0,244.593,
gnn_port_score_route_4x4,hotspot,0.2,1,235.972,
gnn_port_score_route_4x4,hotspot,0.2,2,232.772,
gnn_port_score_route_4x4,hotspot,0.2,3,226.711,
gnn_port_score_route_4x4,hotspot,0.2,4,245.826,
gnn_port_score_route_4x4,hotspot,0.3,0,265.655,
gnn_port_score_route_4x4,hotspot,0.3,1,268.825,
gnn_port_score_route_4x4,hotspot,0.3,2,276.843,
gnn_port_score_route_4x4,hotspot,0.3,3,301.863,
gnn_port_score_route_4x4,hotspot,0.3,4,285.451,
gnn_port_score_route_4x4,hotspot,0.02,3,26.7276,3.49963
gnn_port_score_route_4x4,hotspot,0.02,4,36.2562,3.50345
gnn_port_score_route_4x4,transpose,0.1,0,20.5574,3.50015
gnn_port_score_route_4x4,transpose,0.1,1,20.369,3.5023
gnn_port_score_route_4x4,transpose,0.2,0,49.4715,
gnn_port_score_route_4x4,transpose,0.2,1,67.6993,
gnn_port_score_route_4x4,transpose,0.2,2,59.9567,
gnn_port_score_route_4x4,transpose,0.2,3,65.3784,
gnn_port_score_route_4x4,transpose,0.2,4,69.8038,
gnn_port_score_route_4x4,transpose,0.3,0,115.277,
gnn_port_score_route_4x4,transpose,0.3,1,129.507,
gnn_port_score_route_4x4,transpose,0.3,2,127.818,
gnn_port_score_route_4x4,transpose,0.1,2,19.8985,3.49784
gnn_port_score_route_4x4,transpose,0.3,3,132.03,
gnn_port_score_route_4x4,transpose,0.3,4,122.78,
gnn_port_score_route_4x4,transpose,0.1,3,20.9176,3.49697
gnn_port_score_route_4x4,hotspot,0.01,0,21.0196,3.501
gnn_port_score_route_4x4,hotspot,0.01,1,20.2798,3.49907
gnn_port_score_route_4x4,hotspot,0.01,2,19.7761,3.50365
gnn_port_score_route_4x4,hotspot,0.01,3,19.9481,3.50189
gnn_port_score_route_4x4,hotspot,0.01,4,20.3865,3.49386
gnn_port_score_route_4x4,transpose,0.1,4,21.0494,3.50033
gnn_port_score_route_4x4,hotspot,0.02,0,29.5949,3.5029
gnn_port_score_route_4x4,hotspot,0.02,2,22.5719,3.50191
gnn_port_score_route_4x4,hotspot,0.02,1,27.0388,3.49826
gnn_port_score_route_4x4,hotspot,0.05,0,98.9205,
gnn_port_score_route_4x4,hotspot,0.05,1,87.9525,
gnn_port_score_route_4x4,transpose,0.01,1,18.4881,3.50284
gnn_port_score_route_4x4,transpose,0.01,2,18.2197,3.51151
gnn_port_score_route_4x4,uniform,0.1,4,22.4772,3.50227
gnn_port_score_route_4x4,transpose,0.01,3,19.6688,3.50302
gnn_port_score_route_4x4,transpose,0.01,4,19.75,3.50052
gnn_port_score_route_4x4,transpose,0.02,1,18.9196,3.5076
gnn_port_score_route_4x4,transpose,0.02,0,20.2351,3.49813
gnn_port_score_route_4x4,transpose,0.02,2,18.704,3.49621
gnn_port_score_route_4x4,transpose,0.02,3,19.2918,3.50096
gnn_port_score_route_4x4,transpose,0.02,4,19.3675,3.49903
gnn_port_score_route_4x4,transpose,0.05,0,19.913,3.50489
gnn_port_score_route_4x4,transpose,0.05,1,19.6889,3.49958
gnn_port_score_route_4x4,transpose,0.05,2,18.9793,3.49751
gnn_port_score_route_4x4,transpose,0.05,3,19.6566,3.4966
gnn_port_score_route_4x4,transpose,0.05,4,19.6818,3.50353
gnn_port_score_route_4x4,uniform,0.01,4,19.4207,3.50444
gnn_port_score_route_4x4,uniform,0.02,0,19.9781,3.50365
gnn_port_score_route_4x4,uniform,0.02,2,18.975,3.49988
gnn_port_score_route_4x4,uniform,0.02,1,20.4359,3.49505
gnn_port_score_route_4x4,uniform,0.02,3,19.3257,3.49439
gnn_port_score_route_4x4,uniform,0.02,4,19.1295,3.49783
gnn_port_score_route_4x4,uniform,0.05,1,20.0917,3.50237
gnn_port_score_route_4x4,uniform,0.05,0,19.7795,3.49621
gnn_port_score_route_4x4,uniform,0.05,2,20.4442,3.5039
gnn_port_score_route_4x4,uniform,0.05,3,19.3811,3.49739
gnn_port_score_route_4x4,uniform,0.05,4,19.4557,3.49817
gnn_port_score_route_4x4,uniform,0.1,1,22.6819,
gnn_port_score_route_4x4,uniform,0.1,0,21.5402,3.50005
gnn_port_score_route_4x4,uniform,0.2,0,34.8661,
gnn_port_score_route_4x4,uniform,0.2,1,43.1699,
gnn_port_score_route_4x4,uniform,0.2,2,40.0201,
gnn_port_score_route_4x4,uniform,0.2,3,43.7401,
gnn_port_score_route_4x4,uniform,0.2,4,34.7139,
gnn_port_score_route_4x4,uniform,0.3,0,58.4479,
gnn_port_score_route_4x4,uniform,0.3,1,46.2772,
gnn_port_score_route_4x4,uniform,0.3,2,73.8375,
gnn_port_score_route_4x4,uniform,0.3,3,64.2418,
gnn_port_score_route_4x4,uniform,0.3,4,61.1232,
gnn_port_score_route_4x4,transpose,0.01,0,19.1429,3.50721
gnn_port_score_route_4x4,uniform,0.1,2,21.1033,3.49665
gnn_port_score_route_4x4,uniform,0.1,3,21.3442,3.49934
gnn_port_score_route_4x4,uniform,0.01,1,19.6529,3.50178
gnn_port_score_route_4x4,uniform,0.01,3,18.9615,3.50247
gnn_port_score_route_4x4,uniform,0.01,2,18.1136,3.50196
gnn_port_score_route_4x4,uniform,0.01,0,19.1948,3.49971
